TURN,UTTERANCE,DA,EMOTION
Ses05F_impro04_F046,"Yeah, thank you.",g,xxx
Ses05F_impro04_M043,You know I'll always help you.,o,neu
Ses05F_impro05_F000,"Hi,um- I think my baggage was lost, and I need to I guess file a claim or I don't know what.",s,neu
Ses05F_impro05_M000,"Okay, what flight were you on?",q,neu
Ses05F_impro05_F001,Um-Seventeen. Coming from --,ans,neu
Ses05F_impro05_M001,On what airline?,q,neu
Ses05F_impro05_F002,It was Virgin Atlantic coming from London.,ans,neu
Ses05F_impro05_M002,"From London, okay. Um- And you went through all your proper checkpoints?",q,neu
Ses05F_impro05_F003,"Yeah, I don't know where it was lost.  I was coming from Africa, so.",ans,fru
Ses05F_impro05_M003,So you haven't seen your bags since Africa. You flew threw Heath Row to here.,q,neu
Ses05F_impro05_F004,Right.,ans,neu
Ses05F_impro05_F005,Yeah.,ag,neu
Ses05F_impro05_M004,"Okay.  Well, let me see here. I-",s,neu
Ses05F_impro05_M005,It seems like it went through Heath Row.  I see it here. uh-,s,neu
Ses05F_impro05_F006,That's good.,o,neu
Ses05F_impro05_M006,But uh- I don't see it here in the airport yet. uh,s,neu
Ses05F_impro05_M007,I'm not sure where it is.  We can absolutely keep an eye out for for it for you.,s,neu
Ses05F_impro05_F007,"Well, I can't leave without it. I mean, Could you find out?",q,neu
Ses05F_impro05_M008,"Well, I'm not a miracle worker.  I don't know what I can do for you.  I don't have the bag right here.",ans,neu
Ses05F_impro05_F008,"Right, well can you get on the computer maybe and like track it down and see when it's going to get here?",q,fru
Ses05F_impro05_M009,"Well, as I told you, it left Heath Row and it seems to have arrived here.  But if you can't find it, then-are you sure you know what your bag looks like?",q,neu
Ses05F_impro05_F009,"Yes, sir, I know what my bag looks like.",ans,fru
Ses05F_impro05_M010,"Okay, and what is that?  What kind of bag is it?",q,neu
Ses05F_impro05_F010,Um- It's a travel backpack.  It's green and gray.  It's got my name on it and my information.,ans,neu
Ses05F_impro05_M011,And you couldn't find it?,q,fru
Ses05F_impro05_F011,"No, it didn't turn up at the baggage claim.",ans,fru
Ses05F_impro05_M012,Are you sure?,q,neu
Ses05F_impro05_F012,I mean we've gone through all of this.  I've been to five people already who--,ans,fru
Ses05F_impro05_M013,"Well, obviously, that wasn't me, so I'm going to have to ask you the same questions they asked you just so we can get to the same point.",s,fru
Ses05F_impro05_F013,Okay.,ag,fru
Ses05F_impro05_M014,"All right?  Now, um- it's green, travel bag, you couldn't find it.  And was there something important in it that you need it?",q,neu
Ses05F_impro05_F014,"Yes, lots of really like -- sentimental value only, but--",ans,fru
Ses05F_impro05_M015,Sentimental value.,s,neu
Ses05F_impro05_F015,--really important stuff.,s,xxx
Ses05F_impro05_M016,"Right.  Well, I don't know what to tell you. Um- What I can offer you is a fifty dollar voucher on your next flight.",s,neu
Ses05F_impro05_F016,"That's not going to cut it. Like, Really, I really need to get this bag back.",o,xxx
Ses05F_impro05_M017,"No, I understand. I mean. It's got to be tough all those sentimental things, but um- this is all I can do for you.",s,neu
Ses05F_impro05_F017,Does this happen often?  Do they--you just lose baggage and you just offer people money for it?,q,fru
Ses05F_impro05_M018,"Well, you know, sometimes that's--really, I mean what else could we do?",q,neu
Ses05F_impro05_F018,Uh- Not lose the baggage in the first place. I mean You're offering a service here. I paid so much money for that ticket.,ans,ang
Ses05F_impro05_M019,"Well,",b,neu
Ses05F_impro05_M020,Obviously ma'am.,ag,fru
Ses05F_impro05_M021,"I am sorry, ma'am.",ap,fru
Ses05F_impro05_M022,"Let's- Let's just relax for a moment, ma'am.  You understand, obviously, we're going to do everything we can to keep all of your luggage here.",s,neu
Ses05F_impro05_M023,"Obviously, we're not trying to lose your luggage.  Do you really believe that we're trying to lose your luggage ma'am?",q,neu
Ses05F_impro05_F019,"No, but I mean like why can't- why can't you find it?  Where did it go?  Who lost it?",q,ang
Ses05F_impro05_M024,"Well, if I knew that, then I'd know where it was, wouldn't I?",ans,xxx
Ses05F_impro05_F020,"Well, I just-I paid so much money for this ticket.  I feel like you guys should be able to get-to offer me more than a fifty dollar voucher.",o,ang
Ses05F_impro05_M025,"Well, we're talking about one bag.  You personally made it here, didn't you?",q,neu
Ses05F_impro05_F021,"Yeah, meaning I didn't die in a fiery plane crash.  How convenient, but um- I paid two thousand dollar to ride your airline, and I would really appreciate getting my bags there to my destination in one place.",ans,ang
Ses05F_impro05_M026,That's what the cost of the ticket was for.,s,fru
Ses05F_impro05_M027,"Ma'am, international flights are not cheap and there's many reasons for that.  It does not have solely to do with your baggage or-",s,fru
Ses05F_impro05_F022,"Right, but part of the agreement is that I'm paying so that I can take myself and my belongings with me.",s,ang
Ses05F_impro05_M028,"Right. Yes, ma'am.",ag,fru
Ses05F_impro05_F023,And that you're going to transport them safely from one place to another.,s,ang
Ses05F_impro05_M029,"Right, and also if you'll read the fine print of your agreement you'll see that while we do bear some responsibility for lost luggage, it is a fifty dollar voucher.",s,fru
Ses05F_impro05_F024,"That's all you can offer me? I mean, my the stuff in there is worth way more than fifty dollar.",s,ang
Ses05F_impro05_M030,"Well, I understand that.  Did you buy flight insurance?",q,neu
Ses05F_impro05_F025,No.,ans,xxx
Ses05F_impro05_M031,"Well, my hands are really tied then.",s,neu
Ses05F_impro05_F026,Why do I need flight insurance?  Why don't you guys just guarantee that you're going to get the stuff that I leave with to my destination?,q,fru
Ses05F_impro05_M032,"Well, it's like any kind of insurance.  You don't-when you get it, then you get more. You know, Like if you--",ans,neu
Ses05F_impro05_F027,"Right, but if I'm riding a bus, I don't need to buy luggage insurance that the backpack I take on is going to get to my destination with me.",s,fru
Ses05F_impro05_M033,"Well, of course not because you've got your backpack with you the whole time.  Now, if you--you said this was a travel bag.  Why weren't you carrying it on if it was so important?",q,neu
Ses05F_impro05_F028,Because they made me check it.  It's too heavy.,ans,fru
Ses05F_impro05_M034,"Uh, so it was really heavy.",s,neu
Ses05F_impro05_F029,"So I would have carried it on, but they made me check it and then they lost it.",s,xxx
Ses05F_impro05_M035,"Well, you know what, it could still turn up, but until then I can offer you this fifty dollar voucher.",s,fru
Ses05F_impro05_F030,There's nothing else you can do?,q,fru
Ses05F_impro05_M036,"I'm sorry, ma'am, there's nothing else I can do.  My hands are really tied here.  I really wish there was something else I could do for you.",ans,neu
Ses05F_impro05_F031,I don't believe that for a second.,o,ang
Ses05F_impro05_M037,Well I don't know why you wouldn't believe that.,s,neu
Ses05F_impro05_M038,"Obviously, I'm doing everything that I can here.",s,fru
Ses05F_impro05_F032,"No, I don't think you are. I mean If you were doing everything you could, you'd either give me more money or you'd figure out where my bag is.",o,xxx
Ses05F_impro05_M039,"Well, I have no way to give you more money.  I'm giving you as much money as I can, and figuring- as far as figuring out where you bag is-",s,neu
Ses05F_impro05_F033,What do you mean as you can?  Who makes up these rules?,q,ang
Ses05F_impro05_M040,makes up?,q,neu
Ses05F_impro05_F034,You're an autono- autonomous human being.  You could- You could go into the com-,s,ang
Ses05F_impro05_M041,"The airline makes these rules, mom ma'am.",ans,neu
Ses05F_impro05_F035,You could go into the computer and- you know- print-,q,xxx
Ses05F_impro05_M042,I've gone into the computer.  I told you exactly what I can see in the computer that your luggage did arrive here.,ans,xxx
Ses05F_impro05_F036,"So I'm just supposed to oh, well, oops, my luggage is gone and be fine with that and take your stinking fifty dollar voucher?",q,fru
Ses05F_impro05_M043,"Well, you can take my stinking fifty dollar voucher and go home and wait and see if your luggage turns up. And if it does, then we'll deliver it to you.",ans,fru
Ses05F_impro05_F037,And you have no guarantee.,q,fru
Ses05F_impro05_M044,"I have no guarantee, absolutely not.",ans,fru
Ses05F_impro05_F038,This is ridiculous.,o,fru
Ses05F_impro05_M045,How can I guarantee finding your luggage when it's lost?,q,fru
Ses05F_impro05_F039,"Uh- Because you guys lost it, so it should be your responsibility to find it, too.",ans,fru
Ses05F_impro05_M046,"Right, well, when you're at home and you lose something, do you guarantee that you're going to find it later on?",q,fru
Ses05F_impro05_F040,"Oh, come on.  Would you cut it out?  This is ridiculous.",ans,fru
Ses05F_impro05_M047,"Well, it sounds to me like you're being ridiculous",o,fru
Ses05F_impro05_F041,"No, I don't think I am.  I like have a whole bunch of stuff that means a lot to me, and I brought it you know from Africa.  It's not like I can just go back and get it whenever I want.",dag,ang
Ses05F_impro05_M048,Right.,ag,neu
Ses05F_impro05_F042,It's not like I can go to Kmart and buy another.,o,ang
Ses05F_impro05_M049,"I understand that, ma'am, but things get lost.  There's nothing I can do about that.  Things happen.  Accidents happen.",o,fru
Ses05F_impro05_M050,"And while I really would love to be able to hand you your bag right now, obviously I can't do that.",s,neu
Ses05F_impro05_F043,okay fine.,ag,xxx
Ses05F_impro05_M051,So you'd like the fifty dollar voucher?,q,neu
Ses05F_impro05_F044,"Yeah, I'll take your fifty dollar voucher.",ans,fru
Ses05F_impro05_M052,"Okay, just fill out these three forms, and um- you'll- we'll have that sent to you within the next three weeks and, of course, we'll definitely keep an eye out for your bag.",s,neu
Ses05F_impro05_F045,Thanks.,g,fru
Ses05F_impro05_M053,You have a wonderful day.,s,neu
Ses05F_impro06_M000,What's wrong Melissa?,q,xxx
Ses05F_impro06_F000,A good friend of mine passed away the other day.,ans,sad
Ses05F_impro06_M001,"Oh no, I'm so sorry. What happened?",q,sad
Ses05F_impro06_F001,"Oh they had some pretty progressive cancer,",ans,sad
Ses05F_impro06_F002,"metastasized and it was old and they knew that it wasn't looking good, but-",s,sad
Ses05F_impro06_M002,That's the worst.  I'm so sorry.  Did you know him well?,q,sad
Ses05F_impro06_F003,Yeah.  We were.  Pretty close.,ans,sad
Ses05F_impro06_F004,[BREATHING],oth,sad
Ses05F_impro06_M003,"I am so sorry,  It's-",ap,sad
Ses05F_impro06_M004,It's the worst when they go like that. [GARBAGE] Was he young?,q,sad
Ses05F_impro06_F005,Kind of.,ans,sad
Ses05F_impro06_F006,"It's hard to watch when it's painful for them, you know.",o,sad
Ses05F_impro06_M005,"Absolutely, absolutely.",ag,sad
Ses05F_impro06_M006,It's the think,s,sad
Ses05F_impro06_F007,"I just, I don't know.",s,sad
Ses05F_impro06_M007,There's no reason for it.,o,sad
Ses05F_impro06_F008,I know.,ag,sad
Ses05F_impro06_F009,And he could of...  He was pretty awesome,o,sad
Ses05F_impro06_M008,Yeah?  What'd he do?  What did they do?  How'd you know him?,q,sad
Ses05F_impro06_F010,"Uh,  We grew up together.",ans,sad
Ses05F_impro06_M009,yeah.,b,sad
Ses05F_impro06_M010,"Is he an actor too, or-?",q,neu
Ses05F_impro06_F011,"Yeah, he kind of did a lot of things, but we acted together, sometimes.",ans,sad
Ses05F_impro06_F012,"I feel really bad for his family, you know.",o,sad
Ses05F_impro06_M011,"Yes of course, of course.",ag,sad
Ses05F_impro06_F013,"It must be really, really hard to lose a child.",o,sad
Ses05F_impro06_M012,Was he very close to his family?,q,neu
Ses05F_impro06_F014,"Yeah.  And they were really supportive, like through the whole process, but-",ans,sad
Ses05F_impro06_M013,yeah.,b,neu
Ses05F_impro06_F015,[BREATHING],oth,sad
Ses05F_impro06_F016,I can't imagine what his- what his parents are going through.,o,sad
Ses05F_impro06_M014,Of course not.  You have no idea what it's like to lose a kid.,o,sad
Ses05F_impro06_F017,"Yeah, I'm just going to miss him.",o,sad
Ses05F_impro06_M015,"Of course. If there's anything I can do, you just let me know.  Okay?",s,xxx
Ses05F_impro06_F018,Thank you.,g,sad
Ses05F_impro06_M016,Of course.,ag,xxx
Ses05F_impro06_M017,Is there a funeral planned? or-,q,neu
Ses05F_impro06_F019,"Yeah, they're going to do some sort of memorial service or something.",ans,sad
Ses05F_impro06_M018,"Cool, Well, If you want me to go with you, I will.",s,neu
Ses05F_impro06_F020,Thanks.,g,sad
Ses05F_impro06_M019,No problem.,s,neu
Ses05F_impro06_F021,"It's really bizarre, you know, when you know somebody really well, and then...",o,sad
Ses05F_impro06_F022,something happens and they die and it's like-,s,sad
Ses05F_impro06_F023,"really hard to imagine that like you're going to continue to live, and that person's just going to have stopped.",o,sad
Ses05F_impro06_M020,"Right, it just doesn't make any sense, it's not real.  It doesn't feel real.",o,sad
Ses05F_impro06_M021,yeah.,b,neu
Ses05F_impro06_F024,[BREATHING],oth,sad
Ses05F_impro06_M022,"Do you know what, it's going to pass,eventually, I mean it'll never pass, it'll always be there, and you'll always remember and everything like that, but you know.  It'll get easier I guess.",o,neu
Ses05F_impro06_F025,yeah.,ag,sad
Ses05F_impro06_M023,That's the best way to put it.,o,neu
Ses05F_impro06_F026,It's hard to say good-bye.,o,sad
Ses05F_impro06_M024,Absolutely.,ag,neu
Ses05F_impro06_F027,[BREATHING],oth,sad
Ses05F_impro06_M025,"Do you know what, if it was me that died, I'd really want you to be crying and being really upset too any way. So, I think you should definitely do this, because it's trying what it's supposed to be.",o,neu
Ses05F_impro06_F028,[LAUGHTER],oth,xxx
Ses05F_impro06_F029,yeah yeah.,ag,sad
Ses05F_impro07_F000,So guess what.,s,exc
Ses05F_impro07_M000,what,q,exc
Ses05F_impro07_F001,I got into college.,s,exc
Ses05F_impro07_M001,"Shut up.  What'd you get, where'd you get accepted to? please",q,exc
Ses05F_impro07_F002,U.S.C..,ans,exc
Ses05F_impro07_M002,"Oh, sweet.",o,exc
Ses05F_impro07_F003,yeah.,ag,exc
Ses05F_impro07_M003,So you're not going to leave me.,q,exc
Ses05F_impro07_F004,No.,ans,exc
Ses05F_impro07_M004,"oh, good good good good good good.",o,exc
Ses05F_impro07_F005,I'll stay in town.,s,exc
Ses05F_impro07_M005,Are you going to live on campus?  Where are you going to live?,q,exc
Ses05F_impro07_F006,Uh- I don't know.,ans,hap
Ses05F_impro07_M006,Uh! stay over here.  Like travel to school. because you are so close to me,s,exc
Ses05F_impro07_F007,"Well, I don't want to, I don't want to live with my mom.",o,neu
Ses05F_impro07_M007,"Okay, you're right, you're right, you're right,  right.  Maybe we should get a place together.",o,hap
Ses05F_impro07_F008,Whoa.  What an idea.  Where would you want to live?,q,exc
Ses05F_impro07_M008,That'll be awesome.,o,exc
Ses05F_impro07_M009,"I don't know.  Well.  I wouldn't mind living by the U.S.C. campus, you know, but I'm not going to go to school right now, so.",ans,exc
